sum_rate_mean,sum_rate_std,iterations_mean,iterations_std,energy_norm_mean,energy_norm_std,time_s_mean,time_s_std,circuit_evals_mean,circuit_evals_std,peak_mem_mb_mean,peak_mem_mb_std,conv_std_mean,conv_std_std,conv_slope_mean,conv_slope_std,method,N
0.7706336823473605,1.064410033489507,9680.0,0.0,9608.0,0.0,20.304971520105997,0.391008881956971,0.0,0.0,8.631731414794922,0.00031635871135662593,0.25133442930308886,0.24886638611501677,-0.0019179540264907618,0.007133766187997671,ddpg,16
0.9158123153998873,1.2066002897611598,724.9,26.38730755495906,767.35,39.5809613324386,7.35295258363088,0.04251892404289527,84.9,26.38730755495906,0.4121317545572917,0.008918436218676837,0.2470821986745644,0.21378108583721345,-0.0018188195449198108,0.00594504267755721,qaoa,16
0.7785166988769188,1.0725781979231637,1811.0,0.0,1739.0,0.0,515.5353452126185,3.0886836627519383,265563.0,0.0,5.699198659261068,0.002540936972753445,0.25026477205346315,0.23437433088081863,-0.0020410130313215265,0.006575690510231782,qddpg,16
0.7724662612336842,1.0600252152259602,400.0,0.0,488.0,0.0,19.66544735431671,0.07860172342697569,10480.0,0.0,0.7312329292297364,0.0010960154557118024,0.2553387562771146,0.2405344356850907,-0.001536952888199622,0.006323829546878552,qppo,16
0.7851250811984651,1.0863610226962286,80.0,0.0,8.0,0.0,0.051300676663716634,0.0013873085951974903,0.0,0.0,0.01787567138671875,0.0,0.25177643655068516,0.2446883498972523,-0.0020961773030783587,0.005528944557521645,baseline,16
1.2784950725117108,1.0681831511470397,9680.0,0.0,9608.0,0.0,25.205138452847798,0.9709270222660336,0.0,0.0,14.69443359375,0.0004910011829567855,0.36135483732857543,0.2219429500892124,-0.00043058237135380577,0.003821320106816713,ddpg,32
1.5283790543761322,1.3126738290772944,748.6,153.0885582487034,802.9,229.6328373730551,9.72978196144104,0.15088493540685483,108.6,153.0885582487034,0.4188469568888346,0.0059520221010287274,0.3431322531730511,0.21485550962976832,-0.0006435794013147559,0.0059570547442434835,qaoa,32
1.2822138687713218,1.0510754129524966,1811.0,0.0,1739.0,0.0,518.6872138738632,1.8386744187084492,265563.0,0.0,9.604010518391927,0.0021817718355600433,0.36705714143796586,0.2501570628742659,-0.0006893664613040767,0.004931623747937246,qddpg,32
1.2869125800360677,1.0660045012918726,400.0,0.0,488.0,0.0,19.766869727770487,0.382236613997505,10480.0,0.0,1.40261869430542,0.0008383001264274452,0.3672090730279673,0.23414417687718447,-0.0006702438209985116,0.0051106635662988625,qppo,32
1.280263260635763,1.0815075760088415,80.0,0.0,8.0,0.0,0.05169070561726888,0.0010551568539988417,0.0,0.0,0.04363250732421875,0.0,0.3618898807823662,0.22951091943293675,-0.0004160705237601563,0.0035516547742066597,baseline,32
1.6682793352741767,1.139724666066134,9680.0,0.0,9608.0,0.0,35.28004856904348,0.6043527611818916,0.0,0.0,27.072119140625,0.0004910011829567856,0.46524432277171246,0.29646725235668053,0.0013174475265713,0.005345409958583535,ddpg,64
2.0235428993623126,1.4763883956394661,811.3666666666667,239.34932397834112,897.05,359.02398596751163,14.820162224769593,0.24718690782964894,171.36666666666667,239.34932397834112,0.5191185315450032,0.004333943152281358,0.47252808561070153,0.40288381651934885,0.001398472049261929,0.006028557614426557,qaoa,64
1.669983958606294,1.164052185158755,1811.0,0.0,1739.0,0.0,527.0953090588251,1.7466061248240545,265563.0,0.0,17.695955657958983,0.0020172482235747934,0.4753967546843045,0.35501577552969127,0.001275858101391831,0.00337779683520658,qddpg,64
1.6602313076663733,1.1109586271141578,400.0,0.0,488.0,0.0,19.757813040415446,0.10725174662758226,10480.0,0.0,2.4954424858093263,0.0008897056069613622,0.47421209107598056,0.3498452977003637,0.0012893642729867587,0.005291225539982467,qppo,64
1.648487259141901,1.1107679287549852,80.0,0.0,8.0,0.0,0.05401653448740641,0.0015676925651038798,0.0,0.0,0.14202117919921875,0.0,0.4695353789178465,0.31826006881577357,-0.00020518831313161827,0.004980232227311207,baseline,64
