sum_rate_mean,sum_rate_std,iterations_mean,iterations_std,energy_norm_mean,energy_norm_std,time_s_mean,time_s_std,circuit_evals_mean,circuit_evals_std,peak_mem_mb_mean,peak_mem_mb_std,conv_std_mean,conv_std_std,conv_slope_mean,conv_slope_std,method,snr_db
0.7981937717745775,0.6868409374398473,9680.0,0.0,9608.0,0.0,21.280156302452088,0.5587157370811637,0.0,0.0,8.63859608968099,0.025886733887606615,0.2836375318823215,0.20082998952681,-0.0006153458857545041,0.0029962248767841505,ddpg,0
0.9520937930984914,0.8112890017262733,720.0,0.0,760.0,0.0,7.425054637591044,0.05621269659865716,80.0,0.0,0.4140662511189779,0.012293409505834584,0.2725416932424067,0.1685754675072231,-0.0002856660180234999,0.0029551520655638807,qaoa,0
0.8018238093024781,0.7050895818357232,1811.0,0.0,1739.0,0.0,524.2788721402486,11.647748444278632,265563.0,0.0,5.706797027587891,0.027892572671957033,0.2811241784625825,0.198668020599768,-0.0005287666163634845,0.0035249101331133073,qddpg,0
0.7936436012377717,0.6837786470342301,400.0,0.0,488.0,0.0,19.935737133026123,0.40670708838564235,10480.0,0.0,0.7320668220520019,0.0019566006169952402,0.28943585270783806,0.19823577668478304,-0.000413779730554134,0.0027632215744678302,qppo,0
0.7997658141517462,0.7099813848594472,80.0,0.0,8.0,0.0,0.051587271690368655,0.0010536450299705698,0.0,0.0,0.01787567138671875,0.0,0.28693895434556294,0.19894228765165242,-0.0005980563664815265,0.0029514343311627866,baseline,0
1.3774181599436697,0.8361846743117046,9680.0,0.0,9608.0,0.0,21.183117286364237,0.23220033317519212,0.0,0.0,8.631658935546875,0.0004910011829567855,0.41683008905623803,0.18776092662182395,-0.00022560702922781343,0.003590547794308331,ddpg,5
1.6558128907462866,1.002526454985037,720.0,0.0,760.0,0.0,7.421740905443827,0.05179002781958146,80.0,0.0,0.40989383061726886,0.007027091443201092,0.40415720506391556,0.1690553161663806,-5.8322101897581174e-05,0.004556400410652467,qaoa,5
1.3690474864819246,0.810860990008684,1811.0,0.0,1739.0,0.0,521.1535038471222,2.386163255429382,265563.0,0.0,5.699596150716146,0.001887721210579902,0.40824557987673615,0.17944537428635726,-0.000609994366789147,0.002956747289672968,qddpg,5
1.3734736097103089,0.8372131204301808,400.0,0.0,488.0,0.0,19.8239085038503,0.20451843845099854,10480.0,0.0,0.7313214302062988,0.000967443012190896,0.4179054250946875,0.18798873512122208,-0.0006865671060378528,0.0034136798873901715,qppo,5
1.3802773820099266,0.8246193572798056,80.0,0.0,8.0,0.0,0.05141358375549317,0.0009247885523920011,0.0,0.0,0.01787567138671875,0.0,0.425527105815457,0.19241773286648134,-0.00035244879439491167,0.004041676200856201,baseline,5
2.2574115418814817,0.8574216998705957,9680.0,0.0,9608.0,0.0,21.1726394255956,0.2755966790183458,0.0,0.0,8.631658935546875,0.0004910011829567855,0.5314603151914099,0.14709186603458863,-0.00040052828964720426,0.003992399529291059,ddpg,10
2.663313371733751,1.019490631647452,720.0,0.0,760.0,0.0,7.454475506146749,0.1901572106257531,80.0,0.0,0.4111961364746094,0.006230700245943334,0.5163046619894736,0.1294329864764608,0.00026200363040425784,0.004133868262203736,qaoa,10
2.2676236992258505,0.8719866265250518,1811.0,0.0,1739.0,0.0,524.7565318266551,11.366991841753675,265563.0,0.0,5.699632771809896,0.0020056312133705633,0.5198853792842487,0.1266773696464731,-5.828969679387746e-05,0.0038472832672798163,qddpg,10
2.2644312008046317,0.8746225592097553,400.0,0.0,488.0,0.0,19.84562442302704,0.15697301986912754,10480.0,0.0,0.7310670852661133,0.0009001733034467053,0.5373717528680988,0.1434944676230428,0.0006039035875240258,0.003935630961637114,qppo,10
2.2606135033194064,0.8692526590412146,80.0,0.0,8.0,0.0,0.05103882948557536,0.0008550696795167812,0.0,0.0,0.01787567138671875,0.0,0.5425506494351261,0.17487055511279592,0.0012601669657335884,0.0040187325754593925,baseline,10
3.2251220471841413,1.0439568853099883,9680.0,0.0,9608.0,0.0,21.24371414979299,0.9548904203866687,0.0,0.0,8.631658935546875,0.0004910011829567855,0.699797988796504,0.23748940151634287,0.001136847488994896,0.0061124915568896,ddpg,15
4.028383337703714,1.558184601803066,720.0,0.0,760.0,0.0,7.539874958992004,0.3394935724011931,80.0,0.0,0.41062126159667967,0.007626478470786612,0.7039663419125417,0.24493897461120553,-0.0008873505463149361,0.005052137763312621,qaoa,15
3.274711079497975,1.1170310439775706,1811.0,0.0,1739.0,0.0,523.2435734113058,7.156292318801433,265563.0,0.0,5.69945322672526,0.002060858375020793,0.7016067009190945,0.2444025112462987,0.0010270057309455971,0.005213476448858106,qddpg,15
3.2552251595872495,1.070148524070334,400.0,0.0,488.0,0.0,19.825377360979715,0.4498292387394355,10480.0,0.0,0.7310447692871094,0.0009001452959672053,0.6851024477513882,0.2212379913008012,-1.3293941987446827e-07,0.004574199247580879,qppo,15
3.2444598552444224,1.0720389336786156,80.0,0.0,8.0,0.0,0.051389090220133465,0.000928718422691628,0.0,0.0,0.01787567138671875,0.0,0.6854820808366878,0.2261292082468813,-0.00015856257037064303,0.0045789503393833956,baseline,15
4.236263936891972,1.0149120552894457,9680.0,0.0,9608.0,0.0,21.09394500255585,1.099970944809489,0.0,0.0,8.631658935546875,0.0004910011829567855,0.9107672040779161,0.2732320346586831,-0.0007709459825725103,0.005571871857859226,ddpg,20
5.398347946914216,1.6525621017886427,720.1,0.5385164807134505,760.15,0.8077747210701757,7.45950923760732,0.17633411367542803,80.1,0.5385164807134502,0.4109871546427409,0.006597410906464749,0.9729664358836512,0.3289256800261763,0.00023168152048578492,0.0061573079541530325,qaoa,20
4.230327536814366,1.016513165017509,1811.0,0.0,1739.0,0.0,522.1709888219833,7.114871311497264,265563.0,0.0,5.699460093180338,0.002120789154883409,0.9021808843409924,0.2754731717011482,0.0006476984514432512,0.0058181783859571875,qddpg,20
4.235552721844348,1.0438924266487746,400.0,0.0,488.0,0.0,19.944310959180196,0.4174037789958655,10480.0,0.0,0.731229305267334,0.0007662375510438525,0.8952009856063791,0.2529754675708778,-0.0011919729197910373,0.007045471675135462,qppo,20
4.231556911790679,1.0373746768146206,80.0,0.0,8.0,0.0,0.051738437016805014,0.0023286139824084447,0.0,0.0,0.01787567138671875,0.0,0.8792309166589535,0.25069435595921935,6.466499161240664e-06,0.005900751761917415,baseline,20
5.099267737871505,0.8848942239023448,9680.0,0.0,9608.0,0.0,20.898205812772115,0.7550635040776761,0.0,0.0,8.634100341796875,0.013180868785540402,1.2066497656995994,0.20185002063076676,0.0005410470683646846,0.008621754741258706,ddpg,25
6.791044830208486,1.610314645775484,720.1666666666666,0.8975274678557505,760.25,1.346291201783626,7.434830554326376,0.0921804215427182,80.16666666666667,0.8975274678557505,0.41273072560628254,0.008238613637075634,1.4639374507043328,0.3483083930141727,0.001582054595845955,0.010224765127595858,qaoa,25
5.023786587141694,0.916996930997545,1811.0,0.0,1739.0,0.0,854.7694414377213,1807.8187789155481,265563.0,0.0,5.703617858886719,0.023864367190163688,1.1241456209303886,0.19860917323074867,7.151550644882732e-06,0.008823522238957424,qddpg,25
5.083664592564827,0.9259006778664489,400.0,0.0,488.0,0.0,19.80945738951365,0.48213126384446414,10480.0,0.0,0.7311548233032227,0.0010856453665629069,1.2197580917279256,0.18653279841841638,0.0014200786496108046,0.00938963639836628,qppo,25
5.061265475520439,0.9059695790193429,80.0,0.0,8.0,0.0,0.05121861298878987,0.0009431540633526301,0.0,0.0,0.01787567138671875,0.0,1.2106771101327056,0.21323660803173147,0.0010018636405255395,0.009260430071068568,baseline,25
5.156368215830678,0.4374229517204683,9680.0,0.0,9608.0,0.0,20.527234164873757,0.373834989349413,0.0,0.0,8.631658935546875,0.0004910011829567855,1.354653178708837,0.2218003060445681,0.0003233114616562737,0.008308766959416151,ddpg,30
7.036884585419688,1.1700146401728688,723.4666666666667,18.668571331399612,765.2,28.00285699709942,10.886923138300578,18.80957481457782,83.46666666666667,18.668571331399615,0.41153793334960936,0.008115976480371694,1.8163304607341635,0.562945300474086,0.002144018833666735,0.01141408295838457,qaoa,30
5.176795293265396,0.4916444517381115,1811.0,0.0,1739.0,0.0,831.7466732740402,1689.881752402892,265563.0,0.0,5.699290211995443,0.0022588312396665342,1.373389984370629,0.28890750707919505,0.00010280274188777742,0.0082299042064597,qddpg,30
5.18338455646581,0.5013452054591737,400.0,0.0,488.0,0.0,19.79745194117228,0.15757463919933914,10480.0,0.0,0.7311634063720703,0.0009132065962625136,1.3674008271912232,0.24627060299184464,0.0008623470119603943,0.007734921075583755,qppo,30
5.138314751458613,0.46496960550391375,80.0,0.0,8.0,0.0,0.051804153124491374,0.0009718647515714961,0.0,0.0,0.01787567138671875,0.0,1.3668964055195076,0.23528918065840443,-0.00170441473378859,0.008279510552863916,baseline,30
