sum_rate_mean,sum_rate_std,iterations_mean,iterations_std,energy_norm_mean,energy_norm_std,time_s_mean,time_s_std,circuit_evals_mean,circuit_evals_std,peak_mem_mb_mean,peak_mem_mb_std,conv_std_mean,conv_std_std,conv_slope_mean,conv_slope_std,K,method
3.295129224114291,1.4409112230679126,1050.0,0.0,1005.0,0.0,1.622095274925232,0.014820756886174557,0.0,0.0,5.319949035644531,0.00012449488806570865,0.6895454064561545,0.27940813178563817,0.000497179552314507,0.008476087928275991,4,ddpg
2.353625282190547,1.3559220611533662,551.65,13.437540697612787,577.475,20.156311046419184,4.213185539245606,0.01789267928427662,51.65,13.437540697612787,0.34627790451049806,0.05401909900291127,0.8745079228189486,0.5259018478214041,-0.003053947006749777,0.010752113755127007,4,qaoa
3.3020363184562007,1.4333271027176235,124.0,0.0,79.0,0.0,14.535541124343872,0.05596834065015151,11472.0,0.0,4.368422317504883,0.0017417683393159257,0.6816753234981254,0.2671639126075848,0.0014643269460465483,0.0095705238644067,4,qddpg
3.283154689831392,1.4183647814665084,100.0,0.0,125.0,0.0,3.2228228735923765,0.01939520897093941,2650.0,0.0,0.6820883846282959,0.00041197797744842076,0.6881776869603129,0.26113581421643484,0.0002818365165688164,0.008501649643707034,4,qppo
3.3030198483145647,1.4224864893106393,50.0,0.0,5.0,0.0,0.026038317680358886,0.00020767634994338813,0.0,0.0,0.0175323486328125,0.0,0.6837293871838572,0.26653498675583215,0.00028787510326229725,0.008130729787155642,4,baseline
3.6445485694900355,1.2280355434364891,1050.0,0.0,1005.0,0.0,1.9055796360969544,0.16137913011156269,0.0,0.0,6.940480346679688,0.000179443359375,0.6906555408140801,0.2511360905967788,-0.0009215376940433967,0.008433373958763155,8,ddpg
1.920419499514865,0.7085275227549045,559.57,48.74079502839484,589.355,73.11119254259226,19.120515661239622,0.07300161287002022,59.57,48.74079502839484,0.35138609886169436,0.054712830489612625,0.8400549512262065,0.45824112038213105,0.000819205000403723,0.01015791207553189,8,qaoa
3.6036857110985836,1.2031106105879974,124.0,0.0,79.0,0.0,14.587400667667389,0.07447008676993619,11472.0,0.0,5.758389587402344,0.0018982484079701192,0.676269674708591,0.24026667381182198,-0.00022775675306134022,0.009763488649886527,8,qddpg
3.633290410019435,1.216145311912156,100.0,0.0,125.0,0.0,3.259188311100006,0.020655582102473233,2650.0,0.0,0.9993313217163086,0.0004135563060755713,0.6800260875418042,0.23751824108060593,0.0008962741897216499,0.010097430501303652,8,qppo
3.6154206338136032,1.2376572273897846,50.0,0.0,5.0,0.0,0.055178000926971435,0.0004898179642690507,0.0,0.0,0.0194244384765625,0.0,0.6741196303869768,0.23529663578515922,-0.0005284974641135811,0.008964689786370982,8,baseline
3.7755867628750988,0.7975394862881979,1050.0,0.0,1005.0,0.0,2.6251998734474182,0.015113960617105883,0.0,0.0,9.867970581054687,0.00017944335937499997,0.6188950298585513,0.20419234786328655,0.0011944590656480754,0.00814273123686901,16,ddpg
1.48553014077642,0.332089094546469,559.75,53.88940062758167,589.625,80.83410094137251,119.68295296669007,0.7936399737819569,59.75,53.88940062758167,0.35280911445617674,0.0534086437633068,0.46145540636489885,0.2276622546864417,-0.0001951740194707418,0.00535678975883042,16,qaoa
3.7827767724260015,0.7955707372073293,124.0,0.0,79.0,0.0,14.9956005859375,0.07523272834370885,11472.0,0.0,8.209435195922852,0.0017859309690789705,0.6083551684717038,0.20766525604544417,0.0006159763571103505,0.007292079367325226,16,qddpg
3.7786630305305016,0.8087709415035773,100.0,0.0,125.0,0.0,3.4434371995925903,0.02852491966151084,2650.0,0.0,1.6338123321533202,0.00034234336395170634,0.6248656225279388,0.2157486938769483,9.860538871651236e-05,0.00745160003877692,16,qppo
3.7716873353808897,0.7896909151196714,50.0,0.0,5.0,0.0,0.14292492151260375,0.000842367070357822,0.0,0.0,0.0232086181640625,0.0,0.6095596181254437,0.19687394735155578,0.00045351623168944947,0.007158019454282766,16,baseline
